2023.11.18 11:12:54,0072,3405,8040,0143
2023.11.18 11:13:01,8888,8888,8888,8888
2023.11.18 11:13:05,0072,6060,8040,0143
2023.11.18 11:13:09,1079,3405,1302,0143
2023.11.18 11:13:13,1079,3405,1302,0143
2023.11.18 11:30:00,8888,8888,8888,8888
2023.11.18 11:30:04,8888,8888,8888,8888
2023.11.18 11:30:08,0071,5777,170-1,-1742
2023.11.18 11:30:12,1019,3409,8040,0143
2023.11.18 11:30:16,1019,5332,-1066,6677
2023.11.18 11:30:20,0072,3409,1302,0143
2023.11.18 11:30:24,1072,3409,2040,0143
2023.11.18 11:30:28,1019,3410,-1066,6677
2023.11.18 11:30:37,1019,3410,8040,6677
2023.11.18 11:30:41,1075,5332,130-1,0062
2023.11.18 11:30:45,0072,3410,8040,0143
2023.11.18 11:30:49,1015,3410,-1066,6677
2023.11.18 11:30:53,0072,5332,130-1,0062
2023.11.18 11:30:57,1015,3410,2040,0143
2023.11.18 11:31:01,1075,5332,-1066,6677
2023.11.18 11:31:13,8888,8888,8888,8888
2023.11.18 11:31:17,7777,7777,777-1,7000
2023.11.18 11:31:21,1015,5332,2040,0143
2023.11.18 11:31:25,0072,5332,-1066,6677
2023.11.18 11:31:29,1019,5332,1302,0062
2023.11.18 11:31:33,0072,3410,2040,6677
2023.11.18 11:31:40,8888,8888,8888,8888
2023.11.18 11:31:49,8888,8888,8888,8888
2023.11.18 11:31:53,8888,8888,8888,8888
2023.11.18 11:31:58,1079,5777,170-1,0077
2023.11.18 11:32:02,1019,3410,1302,0143
2023.11.18 11:32:06,0072,5332,2040,6617
2023.11.18 11:32:09,1075,5332,1302,6677
2023.11.18 11:32:13,0072,3410,130-1,0143
2023.11.18 11:32:17,1019,5332,2040,0143
2023.11.18 11:32:27,0072,7410,2040,-1742
2023.11.18 11:32:30,1079,5332,2040,0062
2023.11.18 11:32:34,0072,5332,1303,0143
2023.11.18 11:32:38,1019,3410,1302,6677
2023.11.18 11:32:42,0072,5332,130-1,0062
2023.11.18 11:32:46,0072,3410,2040,0143
2023.11.18 11:32:50,1015,5332,2040,6677
2023.11.18 11:32:54,1019,5332,130-1,0062
2023.11.18 11:33:04,1079,5332,-1066,6677
2023.11.18 11:33:07,0072,3410,130-1,0062
2023.11.18 11:33:11,0040,5332,2040,0143
2023.11.18 11:33:15,0042,3410,-1066,6677
2023.11.18 11:33:19,1019,3410,1303,0062
2023.11.18 11:33:23,0072,5332,8040,0143
2023.11.18 11:33:27,0072,5332,-1066,6677
2023.11.18 11:33:31,1079,3410,1302,0143
2023.11.18 11:33:40,1015,3410,1302,0062
2023.11.18 11:33:44,8888,8888,8888,8888
2023.11.18 11:33:48,0072,5332,-1066,6677
2023.11.18 11:33:52,1079,7410,170-1,7-162
2023.11.18 11:33:56,1019,5332,2040,0143
2023.11.18 11:34:00,0072,3410,8040,6677
2023.11.18 11:34:04,1079,741-1,170-1,7-162
2023.11.18 11:34:08,0072,5332,2040,0143
2023.11.18 11:34:17,0071,5777,8040,7-162
2023.11.18 11:34:21,0072,741-1,2040,-1743
2023.11.18 11:34:25,1075,3410,3302,6677
2023.11.18 11:34:29,0071,741-1,2040,7-162
2023.11.18 11:34:33,0072,5332,2040,6677
2023.11.18 11:34:37,1075,3410,3302,0143
2023.11.18 11:34:41,0041,5332,2040,0143
2023.11.18 11:34:45,0072,7410,7060,007-1
2023.11.18 11:34:54,0072,5332,2040,6673
2023.11.18 11:34:58,0072,7410,3706,007-1
2023.11.18 11:35:02,107-1,5777,3706,-1743
2023.11.18 11:35:09,107-1,5777,3706,-1743
2023.11.18 11:35:13,1075,5332,3302,0143
2023.11.18 11:35:17,0072,7410,2040,-1743
2023.11.18 11:35:21,8888,8888,8888,8888
2023.11.18 11:35:30,0072,3410,8040,0062
2023.11.18 11:35:34,107-1,7410,370-1,-1743
2023.11.18 11:35:38,0041,5332,3302,6677
2023.11.18 11:35:42,0072,741-1,170-1,7-162
2023.11.18 11:35:46,1015,5332,2040,0143
2023.11.18 11:35:50,0041,3410,2040,6673
2023.11.18 11:35:57,0041,3410,2040,6673
2023.11.18 11:36:06,7777,7777,777-1,7000
2023.11.18 11:36:10,107-1,741-1,2040,-1743
2023.11.18 11:36:14,0042,3410,-1046,6677
2023.11.18 11:36:18,107-1,741-1,170-1,7-162
2023.11.18 11:36:22,0041,5332,2040,0143
2023.11.18 11:36:26,0072,5332,2040,6677
2023.11.18 11:36:30,1075,3410,3302,0143
2023.11.18 11:36:34,0071,741-1,2040,-1743
2023.11.18 11:36:44,1075,3410,2040,0143
2023.11.18 11:36:47,0072,5332,2040,6677
2023.11.18 11:36:51,0072,3410,1302,6677
2023.11.18 11:36:55,0072,5332,3346,0143
2023.11.18 11:36:59,1075,5332,2040,6677
2023.11.18 11:37:03,107-1,741-1,170-1,007-1
2023.11.18 11:37:07,8888,8888,-1-138,-1-188
2023.11.18 11:37:11,0072,3410,2040,6677
2023.11.18 11:37:21,0072,3410,2040,0143
2023.11.18 11:37:25,0072,5332,-1066,6677
2023.11.18 11:37:29,1075,3410,1302,0062
2023.11.18 11:37:33,0072,5777,2040,007-1
2023.11.18 11:37:37,1075,3410,-1066,0143
2023.11.18 11:37:41,1075,3410,-1066,0143
2023.11.18 11:37:45,1079,7117,7060,007-1
2023.11.18 11:37:49,0072,741-1,3706,-1742
2023.11.18 11:37:58,0071,7410,3700,007-1
2023.11.18 11:38:02,0072,5332,330-1,0143
2023.11.18 11:38:06,107-1,7410,2040,007-1
2023.11.18 11:38:10,0041,5332,3302,6677
2023.11.18 11:38:14,8888,8888,8888,8888
2023.11.18 11:38:18,1079,7410,2040,007-1
2023.11.18 11:38:22,0071,5777,3706,007-1
2023.11.18 11:38:26,0072,5777,3706,-1743
2023.11.18 11:38:35,0071,5777,3706,-1743
2023.11.18 11:38:39,8888,8888,8888,8888
2023.11.18 11:38:43,107-1,7410,370-1,7-162
2023.11.18 11:38:47,0072,5332,2040,0143
2023.11.18 11:38:51,1075,3410,-1066,6677
2023.11.18 11:38:55,1079,5777,1700,7-162
2023.11.18 11:38:59,0072,5777,2040,-1743
2023.11.18 11:39:03,107-1,741-1,7060,007-1
2023.11.18 11:39:12,0072,3410,2040,0143
2023.11.18 11:39:16,107-1,5777,7060,007-1
2023.11.18 11:39:20,0071,7410,3706,-1743
2023.11.18 11:39:24,0072,7410,2040,-1743
2023.11.18 11:39:28,107-1,7417,7060,007-1
2023.11.18 11:39:32,0042,5332,330-1,0143
2023.11.18 11:39:36,0072,7417,2040,007-1
2023.11.18 11:39:40,7777,7777,777-1,7060
2023.11.18 11:39:50,107-1,7417,7060,007-1
2023.11.18 11:39:53,0072,5777,3706,7-102
2023.11.18 11:39:57,0072,7417,2040,-1743
2023.11.18 11:40:01,107-1,5777,7060,007-1
2023.11.18 11:40:05,0072,3411,3302,0062
2023.11.18 11:40:09,0072,3411,2040,0143
2023.11.18 11:40:13,107-1,5777,7060,007-1
2023.11.18 11:40:17,0072,7417,3706,7-102
2023.11.18 17:01:11,0072,7417,3706,7-102
2023.11.18 17:01:15,0072,7417,3706,7-102
2023.11.18 17:01:19,0072,7417,3706,7-102
2023.11.18 17:01:22,0072,7417,3706,7-102
2023.11.18 17:01:26,0072,7417,3706,7-102
2023.11.18 17:01:30,0072,7417,3706,7-102
2023.11.18 17:01:34,0072,7417,3706,7-102
2023.11.18 17:01:37,0072,7417,3706,7-102
2023.11.18 17:02:56,0072,7417,3706,7-102
2023.11.18 17:03:00,0072,7417,3706,7-102
2023.11.18 17:03:03,0072,7417,3706,7-102
2023.11.18 17:03:07,0072,7417,3706,7-102
2023.11.18 17:03:11,0072,7417,3706,7-102
2023.11.18 17:03:15,0072,7417,3706,7-102
2023.11.18 17:03:18,0072,7417,3706,7-102
2023.11.18 17:03:22,0072,7417,3706,7-102
2023.11.18 17:04:27,0072,7417,3706,7-102
2023.11.18 17:04:30,0072,7417,3706,7-102
2023.11.18 17:04:34,0072,7417,3706,7-102
2023.11.18 17:04:38,0072,7417,3706,7-102
2023.11.18 17:04:42,0072,7417,3706,7-102
2023.11.18 17:04:46,0072,7417,3706,7-102
2023.11.18 17:04:49,0072,7417,3706,7-102
2023.11.18 17:04:53,0072,7417,3706,7-102
2023.11.18 17:05:57,0072,7417,3706,7-102
2023.11.18 17:06:04,0072,7417,3706,7-102
2023.11.18 17:06:08,0072,7417,3706,7-102
2023.11.18 17:06:11,0072,7417,3706,7-102
2023.11.18 17:06:15,0072,7417,3706,7-102
2023.11.18 17:06:19,0072,7417,3706,7-102
2023.11.18 17:06:23,0072,7417,3706,7-102
2023.11.18 17:06:27,0072,7417,3706,7-102
2023.11.18 17:07:31,0072,7417,3706,7-102
2023.11.18 17:07:35,0072,7417,3706,7-102
2023.11.18 17:07:39,4444,9999,77-17,7977
2023.11.18 17:07:43,4444,9999,-1-1-17,79-17
2023.11.18 17:07:46,4444,9999,-17-1-1,7007
2023.11.18 17:07:50,4444,9999,-1-1-17,7977
2023.11.18 17:07:54,4444,9999,-1-1-17,7907
2023.11.18 17:07:58,4444,9999,-17-17,7707
2023.11.18 17:09:02,4444,9999,7-1-17,7977
2023.11.18 17:09:06,4444,9999,77-17,7777
2023.11.18 17:09:09,4444,9999,-17-1-1,7707
2023.11.18 17:09:13,4444,9999,77-17,7977
2023.11.18 17:09:17,4444,9999,-17-17,7907
2023.11.18 17:09:21,4484,9999,7-177,7079
2023.11.18 17:09:25,4444,9999,-1777,7707
2023.11.18 17:09:28,4444,9999,77-10,7709
2023.11.18 17:10:32,4444,9999,77-1-1,7777
2023.11.18 17:10:36,4444,9999,77-1-1,7777
2023.11.18 17:10:40,4444,9999,77-17,7777
2023.11.18 17:10:44,4444,9999,-1-1-17,7777
2023.11.18 17:10:48,4444,9999,7-1-1-1,7707
2023.11.18 17:10:51,4444,9999,7-1-17,7977
2023.11.18 17:10:55,4444,9999,-17-17,-1907
2023.11.18 17:10:59,4444,9999,77-1-1,7777
2023.11.18 17:12:03,4444,9999,7777,7977
2023.11.18 17:12:07,777-1,7777,7770,01-1-1
2023.11.18 17:12:11,4444,9999,77-1-1,7-177
2023.11.18 17:12:15,777-1,7779,7-177,1000
2023.11.18 17:12:18,4444,9999,-1707,7-177
2023.11.18 17:12:22,777-1,7779,7-107,1-112
2023.11.18 17:12:26,777-1,7779,7770,1200
2023.11.18 17:12:30,777-1,7777,7770,1000
2023.11.18 17:13:34,777-1,7779,777-1,1200
2023.11.18 17:13:38,777-1,7777,7-177,-110-1
2023.11.18 17:13:41,777-1,7779,7-177,7542
2023.11.18 17:13:45,777-1,7777,7770,1000
2023.11.18 17:13:49,777-1,7777,7770,1200
2023.11.18 17:13:53,777-1,7779,7-177,1032
2023.11.18 17:13:56,777-1,7777,7797,1532
2023.11.18 17:14:00,777-1,7777,77-10,1000
2023.11.18 17:14:03,777-1,7779,7077,-110-1
2023.11.18 17:14:05,777-1,7777,7777,1012
2023.11.18 17:14:07,7777,7777,07-17,1532
2023.11.18 17:14:34,8888,-1788,9888,-1-1-18
2023.11.18 17:14:36,4884,4444,8888,4044
2023.11.18 17:14:37,8884,4444,8884,8494
2023.11.18 17:15:04,4444,-1-1-1-1,4449,00-10
2023.11.18 17:15:11,8888,8866,89-1-1,0-1-14
2023.11.18 17:15:15,4448,-1-1-1-1,4448,0095
2023.11.18 17:15:18,4448,-1-1-1-1,4448,0095
2023.11.18 17:15:22,8888,8866,87-1-1,4-1-1-1
2023.11.18 17:15:26,4444,-1-1-1-1,4498,0095
2023.11.18 17:15:30,4444,-1-1-1-1,44-14,4095
2023.11.18 17:15:34,4444,-1-1-1-1,49-1-1,94-16
2023.11.18 17:16:16,-1-1-10,0-1-1-1,-1-19-1,9-1-1-1
